ITEM: TIMESTEP
15800
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 91.1361 
2 -39.3151 
3 -148.232 
4 91.1758 
5 -25.8036 
6 -141.711 
7 -174.39 
8 68.3485 
9 -53.268 
10 -176.479 
11 61.9049 
12 -59.2167 
13 -60.9761 
14 177.407 
15 56.2859 
16 -135.28 
17 -18.6183 
18 101.241 
19 -45.0795 
20 -162.682 
21 77.376 
22 115.681 
23 108.962 
24 -7.17975 
25 -125.024 
26 -132.785 
27 111.073 
28 -6.77109 
29 -10.3327 
30 -126.475 
31 -158.494 
32 -34.4098 
33 81.3932 
34 -179.347 
35 -58.6141 
36 60.1775 
37 -108.559 
38 132.517 
39 9.0449 
40 -100.441 
41 136.087 
42 18.4827 
43 14.9306 
44 -108.542 
45 133.854 
46 -99.6429 
47 136.786 
48 13.9834 
49 174.191 
50 59.4727 
51 -62.804 
52 -177.523 
53 55.8625 
54 -58.856 
55 -175.428 
56 64.0984 
57 -51.9471 
58 -174.972 
59 -57.6189 
60 63.6162 
61 -61.4735 
62 179.176 
63 64.502 
64 -54.2757 
65 -168.95 
66 65.0745 
67 54.7454 
68 -59.9289 
69 174.096 
70 -152.328 
71 76.7475 
72 -33.5225 
73 -51.1315 
74 64.5097 
75 -111.242 
76 125.723 
77 9.17909 
78 -127.027 
79 116.429 
80 -3.99212 
81 -10.0177 
82 -126.562 
83 113.017 
84 106.534 
85 -15.0016 
86 -133.249 
87 95.7906 
88 -22.4572 
89 -142.674 
90 -139.113 
91 102.639 
92 -17.5776 
93 83.8448 
94 -156.473 
95 -39.5609 
96 -4.67313 
97 -133.239 
98 108.327 
99 -7.98973 
100 -126.424 
101 120.576 
102 105.64 
103 -12.7941 
104 -125.795 
105 -120.626 
106 10.4843 
107 129.309 
108 -163.666 
109 79.3597 
110 -37.9597 
111 -69.2845 
112 179.893 
113 63.4538 
114 -48.4103 
115 73.6521 
116 -169.827 
ITEM: TIMESTEP
24100
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 111.842 
2 -4.16598 
3 -130.097 
4 -171.761 
5 72.0205 
6 -52.197 
7 -168.174 
8 67.2171 
9 -60.272 
10 -175.919 
11 56.5919 
12 -51.3106 
13 -45.3852 
14 -172.874 
15 79.2232 
16 -140.035 
17 -15.0311 
18 106.686 
19 -51.6164 
20 -172.092 
21 68.9963 
22 119.084 
23 115.084 
24 -6.3248 
25 -119.141 
26 -127.607 
27 110.984 
28 -1.83253 
29 -6.69007 
30 -128.099 
31 -170.188 
32 -47.0009 
33 75.6754 
34 157.631 
35 -83.6501 
36 39.2115 
37 -124.267 
38 123.073 
39 -5.09263 
40 -116.569 
41 115.266 
42 -3.90883 
43 4.34658 
44 -123.819 
45 117.006 
46 -86.2203 
47 147.619 
48 32.6546 
49 160.353 
50 40.5954 
51 -73.7242 
52 166.518 
53 43.9789 
54 -75.7785 
55 -174.432 
56 64.8606 
57 -51.256 
58 -159.382 
59 -47.5511 
60 77.7695 
61 -66.1936 
62 179.438 
63 61.076 
64 -50.8169 
65 -169.179 
66 63.5517 
67 68.0556 
68 -50.3061 
69 -177.576 
70 -135.021 
71 102.576 
72 -22.3459 
73 -51.637 
74 73.9066 
75 -106.955 
76 126.524 
77 9.72265 
78 -115.401 
79 127.798 
80 11.1204 
81 -1.22335 
82 -118.025 
83 125.298 
84 103.595 
85 -22.46 
86 -138.065 
87 95.8995 
88 -19.7056 
89 -138.046 
90 -142.464 
91 101.931 
92 -16.4093 
93 98.4903 
94 -133.58 
95 -20.6542 
96 -48.2517 
97 -173.444 
98 78.4523 
99 -42.8891 
100 -150.993 
101 82.3029 
102 75.4347 
103 -32.6692 
104 -159.373 
105 2.82258 
106 123.028 
107 -119.342 
108 -149.767 
109 82.4451 
110 -31.5214 
111 -63.273 
112 178.778 
113 62.3555 
114 -47.4096 
115 72.5838 
116 -159.824 
ITEM: TIMESTEP
24150
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 121.306 
2 4.8666 
3 -120.098 
4 -130.229 
5 111.106 
6 -4.57846 
7 -174.445 
8 59.6327 
9 -46.4771 
10 174.209 
11 68.0989 
12 -59.8687 
13 -65.768 
14 -171.878 
15 60.1545 
16 -145.998 
17 -23.5689 
18 86.467 
19 -44.5996 
20 -173.178 
21 74.3576 
22 101.359 
23 103.623 
24 -17.8854 
25 -133.072 
26 -141.318 
27 97.1742 
28 -18.0119 
29 -21.9463 
30 -143.454 
31 -171.874 
32 -45.8694 
33 71.9376 
34 143.692 
35 -92.054 
36 15.4498 
37 -123.641 
38 113.641 
39 4.52995 
40 -124.428 
41 126.461 
42 -1.71028 
43 -3.87651 
44 -112.988 
45 118.841 
46 -86.4547 
47 153.641 
48 36.0658 
49 168.564 
50 45.1772 
51 -71.1322 
52 165.481 
53 49.0512 
54 -74.3355 
55 -154.489 
56 83.1497 
57 -32.3096 
58 -149.674 
59 -26.5809 
60 83.4845 
61 -63.5239 
62 -178.635 
63 58.5131 
64 -51.8733 
65 -174.726 
66 63.2375 
67 61.1294 
68 -61.7228 
69 176.24 
70 -119.681 
71 118.727 
72 1.59186 
73 -74.5493 
74 49.3197 
75 -104.882 
76 138.612 
77 22.4157 
78 -93.1378 
79 150.666 
80 23.3681 
81 18.9141 
82 -97.2819 
83 135.42 
84 97.2288 
85 -27.7304 
86 -144.462 
87 96.3465 
88 -20.3853 
89 -138.694 
90 -148.427 
91 94.8415 
92 -23.4676 
93 104.682 
94 -140.65 
95 -26.4814 
96 -62.8171 
97 170.66 
98 55.327 
99 -72.8087 
100 171.858 
101 53.7143 
102 50.9611 
103 -64.3718 
104 177.484 
105 160.596 
106 -74.4167 
107 49.2838 
108 -134.74 
109 112.319 
110 -10.9519 
111 -48.8609 
112 -170.374 
113 75.5697 
114 -61.8997 
115 65.1335 
116 178.602 
ITEM: TIMESTEP
24200
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 162.633 
2 32.9873 
3 -73.3959 
4 -179.812 
5 70.2096 
6 -60.497 
7 168.829 
8 55.3985 
9 -73.7991 
10 171.561 
11 42.3637 
12 -75.0077 
13 -66.9871 
14 163.815 
15 46.4439 
16 -146.537 
17 -30.9581 
18 94.3141 
19 -63.0648 
20 -176.834 
21 62.2836 
22 91.0905 
23 86.5414 
24 -27.0608 
25 -151.764 
26 -155.068 
27 91.3299 
28 -33.3732 
29 -30.6043 
30 -144.206 
31 -162.572 
32 -43.1236 
33 78.6521 
34 139.225 
35 -110.844 
36 17.6017 
37 -133.306 
38 117.102 
39 -14.8227 
40 -116.258 
41 111.817 
42 -6.66637 
43 -5.65194 
44 -137.577 
45 103.939 
46 -90.6319 
47 153.098 
48 36.7487 
49 150.335 
50 45.2885 
51 -96.6742 
52 158.279 
53 24.6789 
54 -80.3678 
55 -142.638 
56 105.124 
57 -23.5974 
58 -155.391 
59 -30.4939 
60 95.2088 
61 -80.9426 
62 153.998 
63 28.8898 
64 -94.4413 
65 140.45 
66 30.6178 
67 25.3923 
68 -99.716 
69 150.451 
70 -108.024 
71 142.398 
72 16.942 
73 -89.4099 
74 15.5811 
75 -105.321 
76 139.821 
77 13.0283 
78 -103.012 
79 130.195 
80 11.8462 
81 17.6661 
82 -109.127 
83 132.524 
84 112.085 
85 -7.70332 
86 -120.482 
87 103.113 
88 -9.66556 
89 -137.099 
90 -131.287 
91 115.934 
92 -11.4989 
93 129.924 
94 -109.878 
95 12.4783 
96 -71.2725 
97 160.43 
98 46.0125 
99 -84.0644 
100 161.518 
101 44.2334 
102 22.9074 
103 -91.5098 
104 151.205 
105 -145.081 
106 -15.6243 
107 95.5363 
108 -123.505 
109 122.642 
110 13.327 
111 -63.1313 
112 177.474 
113 60.9914 
114 -37.6187 
115 83.2008 
116 -164.506 
ITEM: TIMESTEP
24250
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 158.684 
2 42.8756 
3 -87.8737 
4 -175.915 
5 65.0483 
6 -50.7264 
7 160.245 
8 29.4562 
9 -86.0195 
10 147.084 
11 31.6086 
12 -82.127 
13 -93.0017 
14 151.523 
15 37.787 
16 -151.827 
17 -22.0233 
18 92.3501 
19 -69.1882 
20 168.515 
21 58.0092 
22 85.1106 
23 91.4524 
24 -29.2977 
25 -155.324 
26 -151.352 
27 87.8975 
28 -38.1286 
29 -28.1131 
30 -148.863 
31 -157.911 
32 -43.0761 
33 77.4829 
34 141.096 
35 -104.702 
36 12.9812 
37 -134.596 
38 104.424 
39 -6.6924 
40 -136.098 
41 112.785 
42 -15.1186 
43 -11.0858 
44 -122.202 
45 109.894 
46 -74.472 
47 169.956 
48 48.2323 
49 137.754 
50 17.4166 
51 -106.952 
52 132.71 
53 12.204 
54 -108.133 
55 -121.123 
56 109.369 
57 4.0893 
58 -168.242 
59 -38.3366 
60 73.9206 
61 -89.9261 
62 148.69 
63 27.6137 
64 -102.834 
65 136.09 
66 18.5498 
67 10.9971 
68 -110.079 
69 132.381 
70 -99.6644 
71 142.058 
72 35.9774 
73 -90.9482 
74 33.2536 
75 -111.51 
76 132.222 
77 12.844 
78 -110.988 
79 129.634 
80 5.27974 
81 8.0672 
82 -111.311 
83 124.335 
84 116.97 
85 -5.81145 
86 -126.721 
87 123.524 
88 2.61391 
89 -113.695 
90 -130.689 
91 108.402 
92 -7.90694 
93 145.648 
94 -95.1665 
95 23.8519 
96 -63.5191 
97 156.816 
98 53.6063 
99 -82.5993 
100 174.191 
101 57.0652 
102 40.3774 
103 -62.8327 
104 -179.958 
105 -140.015 
106 -5.1124 
107 103.064 
108 -109.359 
109 130.501 
110 9.61458 
111 -57.8488 
112 -179.899 
113 62.4789 
114 -51.5091 
115 73.0062 
116 -170.551 
ITEM: TIMESTEP
24300
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 164.748 
2 46.1331 
3 -68.4746 
4 -98.5342 
5 146.596 
6 21.8807 
7 -177.254 
8 59.2887 
9 -53.9741 
10 174.04 
11 60.7775 
12 -62.5024 
13 -59.6229 
14 -172.886 
15 63.8345 
16 -168.768 
17 -47.3667 
18 66.7112 
19 -76.5705 
20 164.218 
21 45.3514 
22 86.0074 
23 84.281 
24 -33.6461 
25 -154.06 
26 -159.201 
27 82.8724 
28 -37.5417 
29 -35.6514 
30 -153.579 
31 -155.063 
32 -37.5161 
33 82.6944 
34 133.897 
35 -101.613 
36 11.1507 
37 -132.687 
38 104.697 
39 -11.0167 
40 -136.193 
41 108.093 
42 -13.577 
43 -22.3993 
44 -138.113 
45 100.217 
46 -79.1848 
47 156.495 
48 41.8385 
49 150.802 
50 31.8848 
51 -86.1776 
52 154.905 
53 26.1059 
54 -92.8111 
55 -112.585 
56 129.427 
57 1.19057 
58 -171.633 
59 -52.8042 
60 72.8049 
61 -108.924 
62 119.327 
63 14.1626 
64 -127.355 
65 127.481 
66 4.39431 
67 -9.58863 
68 -114.753 
69 122.161 
70 -116.314 
71 127.714 
72 6.45499 
73 -93.9753 
74 27.257 
75 -144.002 
76 97.8505 
77 -25.0306 
78 -141.655 
79 95.464 
80 -23.5078 
81 -23.9452 
82 -146.826 
83 94.2019 
84 135.688 
85 6.57599 
86 -105.676 
87 127.649 
88 15.3971 
89 -103.239 
90 -107.371 
91 140.377 
92 21.741 
93 170.399 
94 -70.4559 
95 48.2414 
96 -49.0074 
97 -179.564 
98 71.4193 
99 -58.4685 
100 -167.485 
101 72.0885 
102 58.8677 
103 -50.1486 
104 -170.575 
105 -138.169 
106 -4.80442 
107 105.78 
108 -86.2276 
109 156.524 
110 37.3417 
111 -47.7174 
112 -169.206 
113 76.2437 
114 -79.9395 
115 44.3451 
116 164.303 
ITEM: TIMESTEP
24350
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 153.48 
2 31.1192 
3 -85.095 
4 -15.1063 
5 -131.739 
6 106.833 
7 -168.222 
8 77.2094 
9 -56.7278 
10 -163.771 
11 62.2915 
12 -49.2027 
13 -48.6615 
14 177.401 
15 65.907 
16 168.44 
17 -75.6183 
18 54.6065 
19 -84.2707 
20 157.974 
21 38.4169 
22 100.013 
23 87.6728 
24 -27.7432 
25 -143.427 
26 -148.483 
27 96.1011 
28 -19.5823 
29 -28.8872 
30 -144.303 
31 176.345 
32 -58.112 
33 58.122 
34 144.335 
35 -95.3593 
36 35.3492 
37 -109.021 
38 130.188 
39 9.82688 
40 -110.521 
41 129.117 
42 10.2695 
43 6.75468 
44 -113.607 
45 127.545 
46 -97.1148 
47 142.058 
48 16.2579 
49 155.878 
50 30.8381 
51 -80.8728 
52 154.087 
53 39.9855 
54 -85.0544 
55 -109.273 
56 128.935 
57 15.2895 
58 175.829 
59 -68.8667 
60 47.9757 
61 -115.859 
62 128.829 
63 3.30419 
64 -114.568 
65 119.907 
66 0.743865 
67 6.50365 
68 -119.021 
69 121.816 
70 -102.815 
71 137.629 
72 20.9869 
73 -90.2632 
74 30.3473 
75 -166.019 
76 69.1173 
77 -50.4108 
78 -167.949 
79 72.5226 
80 -43.0854 
81 -58.5134 
82 -178.042 
83 66.3505 
84 136.112 
85 22.4051 
86 -96.3809 
87 142.05 
88 23.264 
89 -104.243 
90 -101.253 
91 139.961 
92 12.4541 
93 -175.161 
94 -52.2439 
95 69.3303 
96 -56.9726 
97 172.645 
98 54.2209 
99 -63.979 
100 177.597 
101 66.4033 
102 49.1637 
103 -69.2605 
104 179.546 
105 -66.7321 
106 61.9825 
107 173.351 
108 -37.369 
109 -161.211 
110 90.3675 
111 -75.169 
112 162.915 
113 47.4363 
114 -74.0989 
115 39.8776 
116 157.222 
ITEM: TIMESTEP
24400
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 161.623 
2 38.96 
3 -84.9235 
4 -6.47517 
5 -122.521 
6 120.322 
7 -174.297 
8 59.7305 
9 -47.8561 
10 176.858 
11 69.2712 
12 -57.1695 
13 -64.3754 
14 -171.962 
15 61.5973 
16 151.338 
17 -83.9983 
18 26.7898 
19 -77.4391 
20 162.744 
21 46.8444 
22 120.677 
23 116.965 
24 -7.75937 
25 -118.362 
26 -126.7 
27 108.576 
28 -2.02754 
29 -3.99571 
30 -128.72 
31 159.047 
32 -77.4209 
33 46.0184 
34 130.337 
35 -100.861 
36 11.8389 
37 -103.33 
38 131.964 
39 18.2547 
40 -109.131 
41 137.16 
42 15.575 
43 17.1893 
44 -96.5198 
45 141.895 
46 -84.0459 
47 152.787 
48 35.3102 
49 138.304 
50 18.7847 
51 -97.3306 
52 143.15 
53 21.9141 
54 -97.6049 
55 -98.4217 
56 147.664 
57 28.5518 
58 162.081 
59 -88.5485 
60 37.3754 
61 -130.266 
62 114.8 
63 -10.4992 
64 -127.893 
65 106.807 
66 -12.9595 
67 -1.66856 
68 -126.968 
69 113.265 
70 -82.5919 
71 159.05 
72 39.6942 
73 -93.4646 
74 28.0051 
75 -170.741 
76 74.0851 
77 -52.0301 
78 -170.939 
79 62.9457 
80 -55.7653 
81 -49.7494 
82 -175.865 
83 65.4244 
84 143.293 
85 19.3456 
86 -97.2683 
87 135.615 
88 19.0008 
89 -100.438 
90 -109.444 
91 133.942 
92 14.5034 
93 -131.136 
94 -18.1482 
95 100.696 
96 -64.2785 
97 165.232 
98 57.6374 
99 -82.4819 
100 169.924 
101 48.0078 
102 43.5357 
103 -64.0586 
104 174.025 
105 88.4647 
106 -143.111 
107 -41.315 
108 -38.5315 
109 -152.746 
110 83.4036 
111 -96.178 
112 144.699 
113 21.4004 
114 -85.1925 
115 37.9546 
116 155.042 
ITEM: TIMESTEP
24450
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 177.307 
2 59.7591 
3 -59.3902 
4 -71.8557 
5 171.013 
6 55.965 
7 -165.888 
8 76.6955 
9 -46.1371 
10 -170.631 
11 66.5364 
12 -53.2144 
13 -50.7896 
14 -173.622 
15 66.6271 
16 154.483 
17 -88.0702 
18 38.2994 
19 -79.1557 
20 158.362 
21 36.6689 
22 111.637 
23 112.644 
24 -1.4762 
25 -127.603 
26 -123.829 
27 122.051 
28 -4.07564 
29 -8.11683 
30 -122.237 
31 175.379 
32 -63.2358 
33 54.0878 
34 107.531 
35 -125.804 
36 -9.95063 
37 -122.778 
38 114.523 
39 -1.14581 
40 -128.039 
41 116.292 
42 -5.34068 
43 -16.8445 
44 -132.513 
45 105.854 
46 -80.2433 
47 153.565 
48 41.6316 
49 124.64 
50 9.23009 
51 -111.209 
52 133.381 
53 2.1183 
54 -113.292 
55 -89.9151 
56 154.322 
57 32.7628 
58 159.503 
59 -82.4292 
60 35.9824 
61 -136.466 
62 108.265 
63 -5.72391 
64 -122.575 
65 123.436 
66 -7.30665 
67 -5.96485 
68 -119.954 
69 109.303 
70 -70.384 
71 168.057 
72 48.9808 
73 -78.9868 
74 38.0522 
75 -166.257 
76 67.161 
77 -44.6207 
78 -173.962 
79 74.2566 
80 -47.3802 
81 -53.39 
82 -165.172 
83 73.1916 
84 155.984 
85 30.1946 
86 -91.1954 
87 143.385 
88 21.995 
89 -90.826 
90 -91.0423 
91 147.568 
92 34.7466 
93 -88.5066 
94 36.3565 
95 150.647 
96 -34.8081 
97 -158.575 
98 92.6282 
99 -31.0952 
100 -139.892 
101 92.6713 
102 81.7452 
103 -27.052 
104 -154.488 
105 76.1686 
106 -154.181 
107 -47.6134 
108 -83.0867 
109 150.272 
110 29.9966 
111 -106.504 
112 135.2 
113 18.0723 
114 -94.9152 
115 31.1731 
116 147.762 
ITEM: TIMESTEP
24500
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 -175.948 
2 52.1322 
3 -63.2386 
4 -51.4641 
5 -169.865 
6 80.1397 
7 174.594 
8 54.1413 
9 -68.3576 
10 175.582 
11 53.0832 
12 -63.9652 
13 -77.7822 
14 159.719 
15 42.6704 
16 144.101 
17 -92.4623 
18 26.2596 
19 -78.6532 
20 157.679 
21 43.5086 
22 115.603 
23 122.447 
24 5.68724 
25 -119.151 
26 -125.033 
27 118.207 
28 -6.6313 
29 -2.79828 
30 -119.558 
31 179.925 
32 -61.5503 
33 54.858 
34 86.7759 
35 -158.066 
36 -37.2729 
37 -105.887 
38 140.408 
39 17.1676 
40 -94.2379 
41 142.521 
42 19.467 
43 26.7927 
44 -96.448 
45 140.498 
46 -65.769 
47 178.566 
48 55.3768 
49 129.66 
50 5.4238 
51 -117.241 
52 118.522 
53 10.349 
54 -113.887 
55 -93.4921 
56 149.893 
57 37.2134 
58 166.354 
59 -70.2514 
60 46.7809 
61 -131.711 
62 107.931 
63 -3.52289 
64 -124.287 
65 124.259 
66 -3.92893 
67 -15.1852 
68 -126.639 
69 105.173 
70 -59.1706 
71 169.956 
72 61.8748 
73 -99.6238 
74 26.1 
75 -169.219 
76 70.9065 
77 -52.0988 
78 -173.278 
79 63.7172 
80 -53.4035 
81 -61.1098 
82 175.885 
83 58.7643 
84 142.392 
85 23.0569 
86 -91.2498 
87 138.142 
88 23.8354 
89 -102.522 
90 -113.614 
91 132.079 
92 5.72118 
93 -71.5407 
94 51.0701 
95 172.129 
96 -52.0043 
97 -174.514 
98 60.1279 
99 -48.501 
100 -173.859 
101 74.0085 
102 61.2695 
103 -64.0887 
104 -176.221 
105 12.5972 
106 132.442 
107 -106.228 
108 -75.4353 
109 158.963 
110 42.2209 
111 -77.6044 
112 170.249 
113 56.8847 
114 -130.279 
115 -17.519 
116 103.665 
ITEM: TIMESTEP
24550
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 170.661 
2 53.8116 
3 -72.2589 
4 -80.6969 
5 164.427 
6 45.2917 
7 -179.27 
8 56.8049 
9 -55.142 
10 173.159 
11 61.2119 
12 -62.9157 
13 -68.3153 
14 179.738 
15 55.6101 
16 153.701 
17 -84.4665 
18 37.223 
19 -107.875 
20 132.528 
21 13.9889 
22 128.562 
23 136.757 
24 16.1718 
25 -114.088 
26 -99.751 
27 139.664 
28 9.40411 
29 19.4064 
30 -101.178 
31 -172.505 
32 -59.3912 
33 66.0476 
34 131.75 
35 -114.702 
36 3.62851 
37 -113.895 
38 131.139 
39 19.0445 
40 -111.077 
41 136.829 
42 3.88901 
43 3.15239 
44 -108.942 
45 118.118 
46 -92.693 
47 151.68 
48 36.0459 
49 141.088 
50 32.7093 
51 -107.353 
52 144.268 
53 10.1705 
54 -98.2079 
55 -91.844 
56 147.896 
57 27.7507 
58 -178.284 
59 -63.0306 
60 58.3708 
61 -110.523 
62 138.741 
63 19.0997 
64 -98.8356 
65 141.523 
66 11.9 
67 27.5498 
68 -92.0918 
69 138.285 
70 -85.7847 
71 145.637 
72 20.3741 
73 -93.2512 
74 18.8036 
75 -163.004 
76 76.2539 
77 -35.821 
78 -176.986 
79 70.9387 
80 -56.2446 
81 -51.2118 
82 -163.287 
83 69.53 
84 136.369 
85 13.2498 
86 -112.373 
87 136.417 
88 10.7937 
89 -100.464 
90 -107.809 
91 126.568 
92 15.3104 
93 -84.8719 
94 37.9825 
95 148.232 
96 -74.9531 
97 167.084 
98 44.2378 
99 -78.2811 
100 158.872 
101 39.6815 
102 49.184 
103 -73.6625 
104 167.147 
105 106.099 
106 -128.972 
107 -12.7691 
108 -75.2585 
109 166.234 
110 42.7745 
111 -61.3003 
112 -174.674 
113 63.9793 
114 -135.588 
115 -11.5477 
116 104.814 
ITEM: TIMESTEP
24600
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 155.155 
2 29.2573 
3 -91.8836 
4 -66.1209 
5 175.186 
6 65.5726 
7 174.876 
8 57.6851 
9 -66.2481 
10 169.709 
11 45.7754 
12 -73.1008 
13 -70.4665 
14 165.6 
15 46.7241 
16 154.705 
17 -85.6172 
18 39.2344 
19 -105.929 
20 130.517 
21 7.96472 
22 134.92 
23 138.63 
24 22.5377 
25 -102.74 
26 -101.935 
27 141.974 
28 16.6955 
29 16.2898 
30 -99.8021 
31 -157.648 
32 -35.3491 
33 75.7636 
34 128.85 
35 -116.955 
36 -4.20402 
37 -102.18 
38 149.62 
39 31.9804 
40 -88.2917 
41 154.069 
42 19.909 
43 34.9409 
44 -82.6982 
45 143.142 
46 -103.374 
47 140.779 
48 22.7441 
49 156.753 
50 29.9405 
51 -91.3006 
52 141.887 
53 28.7877 
54 -98.0248 
55 -84.3717 
56 164.33 
57 31.7415 
58 -160.155 
59 -37.8179 
60 77.6149 
61 -106.911 
62 135.211 
63 13.6567 
64 -103.482 
65 134.964 
66 14.3958 
67 11.4592 
68 -110.095 
69 129.337 
70 -90.9351 
71 146.677 
72 29.351 
73 -122.334 
74 6.13307 
75 173.055 
76 50.5162 
77 -69.1583 
78 168.726 
79 49.0512 
80 -68.7359 
81 -79.3258 
82 161 
83 43.2127 
84 115.31 
85 -6.86102 
86 -117.46 
87 107.429 
88 -3.16982 
89 -130.399 
90 -128.792 
91 120.609 
92 -6.62099 
93 -93.6125 
94 32.4158 
95 153.857 
96 -102.09 
97 132.815 
98 -1.28538 
99 -106.903 
100 118.997 
101 18.1927 
102 4.41744 
103 -129.683 
104 129.513 
105 -164.741 
106 -40.9782 
107 81.5655 
108 -61.5671 
109 175.916 
110 65.9831 
111 -35.0687 
112 -155.513 
113 90.0537 
114 -160.299 
115 -40.8053 
116 72.5571 
ITEM: TIMESTEP
24650
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 136.078 
2 18.3711 
3 -102.209 
4 -86.2479 
5 160.509 
6 41.0435 
7 155.976 
8 36.8357 
9 -84.6041 
10 151.881 
11 30.4414 
12 -88.9784 
13 -90.2904 
14 148.27 
15 28.8499 
16 152.708 
17 -83.3824 
18 37.0061 
19 -102.257 
20 140.375 
21 21.912 
22 151.872 
23 151.649 
24 32.3132 
25 -92.2653 
26 -87.0603 
27 153.604 
28 29.0258 
29 35.7864 
30 -83.5492 
31 -159.964 
32 -43.2605 
33 80.3989 
34 134.727 
35 -115.868 
36 1.22892 
37 -83.6648 
38 166.617 
39 53.4649 
40 -75.3666 
41 171.481 
42 34.3515 
43 39.6068 
44 -73.5454 
45 149.325 
46 -114.266 
47 131.583 
48 11.2678 
49 149.228 
50 33.7833 
51 -95.3068 
52 149.248 
53 23.1382 
54 -92.3068 
55 -81.0362 
56 151.597 
57 47.8032 
58 -171.01 
59 -49.3364 
60 73.485 
61 -117.152 
62 119.514 
63 -10.9043 
64 -119.312 
65 110.27 
66 4.02297 
67 -4.52676 
68 -134.945 
69 118.808 
70 -79.8265 
71 167.99 
72 45.825 
73 -119.93 
74 -8.5881 
75 173.608 
76 52.9328 
77 -65.8355 
78 168.011 
79 49.2425 
80 -71.3145 
81 -72.4553 
82 168.776 
83 48.2195 
84 127.331 
85 5.21138 
86 -111.963 
87 123.523 
88 6.34844 
89 -114.358 
90 -117.63 
91 125.196 
92 4.48986 
93 -90.3781 
94 28.2155 
95 146.98 
96 -107.505 
97 129.309 
98 3.09609 
99 -108.767 
100 125.02 
101 14.4186 
102 7.44846 
103 -118.765 
104 130.634 
