ITEM: TIMESTEP
15800
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
19 70.3641 
20 -51.9116 
21 -47.6866 
22 -171.325 
23 66.3993 
24 159.849 
25 -85.6525 
26 35.9924 
27 -99.6027 
28 140.415 
29 31.8962 
30 146.011 
31 27.1573 
32 -88.3543 
33 -113.315 
34 9.66721 
35 131.157 
36 -78.6855 
37 158.522 
38 50.7687 
39 -82.3157 
40 169.931 
41 40.4764 
42 34.5331 
43 -73.2205 
44 157.325 
45 154.924 
46 23.7335 
47 -92.8169 
48 -116.29 
49 125.61 
50 3.96234 
51 -160.687 
52 -42.2561 
53 84.6819 
54 151.723 
55 32.9823 
56 -99.7653 
57 143.4 
58 10.6526 
59 -97.8588 
60 -94.4453 
61 132.807 
62 24.2956 
63 71.8742 
64 -40.5647 
65 -157.629 
66 -71.4701 
67 165.914 
68 57.662 
69 -75.007 
70 176.741 
71 47.6087 
72 39.5845 
73 -68.6676 
74 162.2 
75 -155.805 
76 88.7021 
77 -32.8299 
78 164.827 
79 -69.5255 
80 38.2434 
81 136.264 
82 129.757 
83 14.1255 
84 -106.063 
85 -117.494 
86 126.874 
87 6.6855 
88 12.0839 
89 -103.547 
90 99.5809 
91 -19.4931 
92 -140.813 
93 100.696 
94 -20.6244 
95 -140.23 
96 -141.282 
97 97.3974 
98 -22.2082 
99 -83.3955 
100 156.481 
101 34.1068 
102 -87.1585 
103 150.467 
104 32.9649 
105 45.1695 
106 -77.2049 
107 165.293 
108 163.202 
109 41.0452 
110 -80.1947 
111 -72.4802 
112 48.55 
113 166.201 
114 8.2018 
115 120.79 
116 -110.109 
ITEM: TIMESTEP
29050
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 114.167 
2 -5.59516 
3 -124.482 
4 115.756 
5 -1.45485 
6 -121.217 
7 -158.057 
8 -45.6208 
9 84.9959 
10 -159.15 
11 -37.7606 
12 -47.4389 
13 -172.631 
14 73.4803 
15 179.936 
16 57.7703 
17 -62.1223 
18 -174.73 
19 65.3773 
20 -52.5644 
21 -61.3406 
22 178.767 
23 60.8251 
24 147.621 
25 -89.6386 
26 26.74 
27 164.229 
28 49.084 
29 -76.753 
30 -116.734 
31 3.73918 
32 121.799 
33 -82.4041 
34 163.445 
35 34.4162 
36 -82.2917 
37 148.679 
38 31.8589 
39 39.2893 
40 -89.7397 
41 153.44 
42 160.853 
43 39.9151 
44 -82.196 
45 -103.604 
46 141.707 
47 24.421 
48 -170.757 
49 -48.3817 
50 67.5068 
51 146.78 
52 9.17527 
53 -96.5446 
54 126.251 
55 20.531 
56 -96.1446 
57 -115.333 
58 138.947 
59 22.2717 
60 77.1743 
61 -43.6029 
62 -160.106 
63 -66.2706 
64 175.479 
65 49.7614 
66 -74.6916 
67 159.591 
68 43.5593 
69 47.6301 
70 -78.0869 
71 165.881 
72 -160.484 
73 84.3793 
74 -32.9592 
75 160.129 
76 -83.4105 
77 45.2139 
78 -73.3289 
79 170.525 
80 41.9704 
81 -65.1337 
82 166.312 
83 51.0122 
84 49.8084 
85 -78.7463 
86 165.954 
87 65.5012 
88 -173.586 
89 -50.1152 
90 -92.3494 
91 146.464 
92 21.9522 
93 105.253 
94 99.9001 
95 -15.8098 
96 -134.902 
97 -135.597 
98 108.693 
99 -10.4 
100 -19.9448 
101 -135.655 
102 114.506 
103 -5.4549 
104 -127.278 
105 111.155 
106 -10.6687 
107 -128.884 
108 -132.96 
109 105.216 
110 -12.9993 
111 141.725 
112 20.8438 
113 -92.7017 
114 -84.6854 
115 36.1183 
116 159.596 
ITEM: TIMESTEP
29100
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 116.658 
2 4.77852 
3 -125.895 
4 122.226 
5 -13.1604 
6 -125.04 
7 -161.946 
8 -36.2055 
9 76.9335 
10 -178.133 
11 -70.801 
12 -124.57 
13 108.83 
14 -12.2537 
15 165.338 
16 41.1212 
17 -73.1584 
18 169.77 
19 55.4904 
20 -66.013 
21 -72.6822 
22 173.038 
23 51.5347 
24 161.776 
25 -76.1628 
26 42.3828 
27 168.657 
28 35.9672 
29 -81.4512 
30 -115.811 
31 2.72519 
32 118.048 
33 -79.5105 
34 156.589 
35 41.5246 
36 -73.9885 
37 170.947 
38 49.9116 
39 40.9658 
40 -74.0989 
41 164.866 
42 163.399 
43 49.353 
44 -72.7006 
45 -71.2547 
46 170.537 
47 54.0821 
48 -178.619 
49 -54.5716 
50 67.5598 
51 121.311 
52 -9.89825 
53 -124.155 
54 115.222 
55 0.964785 
56 -113.569 
57 -127.342 
58 118.401 
59 3.86715 
60 105.728 
61 -18.6426 
62 -135.172 
63 -80.1026 
64 158.731 
65 43.621 
66 -82.9667 
67 161.924 
68 38.2 
69 27.3478 
70 -87.7619 
71 148.514 
72 -150.253 
73 90.0584 
74 -28.3825 
75 172.601 
76 -67.3494 
77 47.6479 
78 -56.8212 
79 176.942 
80 57.4231 
81 -52.2648 
82 -171.784 
83 73.9721 
84 64.36 
85 -55.1588 
86 -169.403 
87 1.58438 
88 129.061 
89 -106.138 
90 -102.137 
91 142.294 
92 22.7963 
93 105.221 
94 101.667 
95 -23.0666 
96 -135.562 
97 -139.853 
98 95.4132 
99 -17.0821 
100 -17.5509 
101 -142.284 
102 107.804 
103 -14.7363 
104 -131.457 
105 98.4205 
106 -18.3001 
107 -139.039 
108 -138.632 
109 104.647 
110 -16.0922 
111 135.206 
112 12.8743 
113 -110.054 
114 -86.4228 
115 38.2391 
116 154.129 
ITEM: TIMESTEP
29150
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 112.695 
2 -2.84973 
3 -130.828 
4 113.627 
5 -7.27723 
6 -122.822 
7 -161.301 
8 -43.5206 
9 78.5916 
10 178.527 
11 -62.8625 
12 -162.907 
13 76.3673 
14 -43.1609 
15 163.005 
16 48.8011 
17 -72.5165 
18 170.01 
19 48.692 
20 -75.7867 
21 -69.2802 
22 169.402 
23 44.9234 
24 156.639 
25 -88.3594 
26 30.6625 
27 168.737 
28 55.6935 
29 -68.7701 
30 -105.113 
31 11.6105 
32 129.727 
33 -81.6015 
34 155.956 
35 38.3317 
36 -92.7848 
37 149.591 
38 29.6578 
39 30.2791 
40 -87.3451 
41 152.722 
42 163.287 
43 46.256 
44 -67.6236 
45 -49.2567 
46 -168.766 
47 73.5923 
48 174.834 
49 -65.0446 
50 60.5509 
51 106.798 
52 -9.8721 
53 -135.802 
54 113.04 
55 -12.8893 
56 -130.289 
57 -119.08 
58 114.991 
59 -2.40937 
60 90.8484 
61 -35.758 
62 -151.72 
63 -73.1 
64 168.812 
65 51.4219 
66 -71.4344 
67 171.175 
68 46.6535 
69 46.4238 
70 -70.9663 
71 164.512 
72 -164.75 
73 66.5609 
74 -52.5255 
75 170.341 
76 -70.9599 
77 45.4562 
78 -42.8715 
79 -173.502 
80 69.0242 
81 -57.9206 
82 -175.394 
83 72.7103 
84 59.618 
85 -57.8554 
86 -169.751 
87 -72.8187 
88 50.1195 
89 176.367 
90 -97.9366 
91 144.443 
92 27.7391 
93 90.7332 
94 85.1979 
95 -29.9443 
96 -151.581 
97 -152.866 
98 91.9917 
99 -29.6453 
100 -32.4875 
101 -147.63 
102 101.99 
103 -17.4428 
104 -138.737 
105 109.804 
106 -11.4902 
107 -130.763 
108 -138.278 
109 100.428 
110 -18.8444 
111 127.374 
112 13.4596 
113 -103.016 
114 -80.1974 
115 43.4146 
116 158.579 
ITEM: TIMESTEP
29200
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 117.751 
2 -4.14669 
3 -117.674 
4 120.428 
5 3.77345 
6 -118.124 
7 -166.037 
8 -51.146 
9 75.7368 
10 -163.452 
11 -42.8222 
12 -121.846 
13 112.919 
14 -9.64796 
15 -179.451 
16 55.5084 
17 -62.9692 
18 -175.884 
19 65.6386 
20 -50.843 
21 -61.3755 
22 -179.853 
23 63.6652 
24 147.691 
25 -91.6531 
26 31.2243 
27 173.778 
28 44.2185 
29 -63.7551 
30 -112.286 
31 2.27259 
32 121.276 
33 -99.1902 
34 137.485 
35 15.2503 
36 -99.944 
37 137.822 
38 23.3811 
39 12.8652 
40 -109.369 
41 136.19 
42 176.269 
43 56.0466 
44 -65.5883 
45 -83.4987 
46 156.081 
47 31.1886 
48 -166.892 
49 -43.4886 
50 77.2589 
51 126.672 
52 5.77344 
53 -109.044 
54 129.325 
55 14.5078 
56 -109.776 
57 -113.476 
58 131.706 
59 7.42237 
60 67.6465 
61 -57.9662 
62 -176.793 
63 -48.9946 
64 -172.992 
65 70.8421 
66 -52.834 
67 -169 
68 71.1633 
69 71.2505 
70 -44.9154 
71 -164.752 
72 -169.826 
73 61.4368 
74 -54.6364 
75 -173.683 
76 -51.9112 
77 65.4193 
78 -40.7468 
79 -169.616 
80 84.2945 
81 -34.5706 
82 -140.66 
83 94.2987 
84 75.745 
85 -30.3443 
86 -155.386 
87 10.1591 
88 144.828 
89 -111.215 
90 -110.171 
91 129.424 
92 11.7068 
93 93.3765 
94 97.3756 
95 -15.8056 
96 -144.141 
97 -148.245 
98 98.5738 
99 -29.7619 
100 -25.1066 
101 -138.288 
102 81.0952 
103 -41.1651 
104 -156.99 
105 82.4278 
106 -33.3971 
107 -155.312 
108 -164.415 
109 79.7603 
110 -42.1546 
111 128.293 
112 -3.92688 
113 -117.779 
114 -70.4139 
115 50.885 
116 167.033 
ITEM: TIMESTEP
29250
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 121.022 
2 9.87958 
3 -117.518 
4 131.339 
5 3.42858 
6 -107.714 
7 -164.875 
8 -47.0564 
9 69.129 
10 -141.874 
11 -24.9667 
12 -72.5029 
13 167.074 
14 49.531 
15 169.428 
16 53.5048 
17 -66.8396 
18 175.566 
19 55.2221 
20 -68.5102 
21 -64.8808 
22 174.775 
23 51.0425 
24 136.932 
25 -102.172 
26 13.2994 
27 156.838 
28 29.5742 
29 -91.9867 
30 -120.319 
31 3.71246 
32 124.611 
33 -102.548 
34 139.101 
35 26.3008 
36 -93.1658 
37 154.034 
38 25.1846 
39 19.5366 
40 -93.2641 
41 137.887 
42 168.684 
43 48.1087 
44 -68.2429 
45 -81.4459 
46 149.189 
47 41.347 
48 -177.802 
49 -59.1415 
50 54.0184 
51 129.813 
52 17.6384 
53 -96.0091 
54 141.837 
55 28.19 
56 -105.988 
57 -107.561 
58 138.791 
59 4.61273 
60 60.9983 
61 -62.5264 
62 -175.094 
63 -63.4051 
64 179.423 
65 58.5985 
66 -48.9903 
67 -169.815 
68 68.1813 
69 55.5943 
70 -65.2305 
71 172.766 
72 -150.291 
73 94.8482 
74 -31.305 
75 -174.412 
76 -56.5873 
77 66.4642 
78 -38.4312 
79 -174.46 
80 73.4626 
81 -61.9925 
82 -174.069 
83 74.0368 
84 61.4562 
85 -50.6207 
86 -162.515 
87 -1.43446 
88 129.926 
89 -114.808 
90 -86.9083 
91 146.459 
92 29.5549 
93 103.692 
94 106.497 
95 -17.8604 
96 -136.105 
97 -130.538 
98 105.105 
99 -13.1402 
100 -13.7053 
101 -138.063 
102 82.0817 
103 -39.6413 
104 -158.141 
105 77.8056 
106 -40.6943 
107 -160.471 
108 -159.33 
109 82.1705 
110 -37.6066 
111 138.685 
112 28.673 
113 -99.5857 
114 -92.434 
115 29.451 
116 144.849 
ITEM: TIMESTEP
29300
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 146.915 
2 35.083 
3 -87.0176 
4 161.15 
5 20.7155 
6 -91.1164 
7 -167.517 
8 -53.8113 
9 65.0774 
10 -160.017 
11 -43.9647 
12 -55.4915 
13 -173.017 
14 58.4709 
15 173.786 
16 58.7597 
17 -64.4707 
18 174.583 
19 51.353 
20 -70.3902 
21 -65.1608 
22 171.609 
23 49.8657 
24 138.831 
25 -103.855 
26 13.9685 
27 163.489 
28 55.1559 
29 -72.9048 
30 -143.057 
31 -14.8699 
32 103.103 
33 -92.9784 
34 152.811 
35 30.5034 
36 -102.528 
37 135.165 
38 11.683 
39 24.5321 
40 -97.7756 
41 138.743 
42 162.952 
43 44.2722 
44 -76.8743 
45 -77.6868 
46 166.98 
47 47.3761 
48 169.711 
49 -70.2268 
50 52.3537 
51 130.175 
52 11.6266 
53 -105.787 
54 135.377 
55 17.9635 
56 -106.074 
57 -101.869 
58 140.718 
59 16.6799 
60 64.1461 
61 -64.7928 
62 177.269 
63 -75.332 
64 165.652 
65 43.9336 
66 -78.8679 
67 159.414 
68 40.148 
69 43.5234 
70 -78.195 
71 162.539 
72 -147.563 
73 95.2205 
74 -20.3504 
75 176.545 
76 -65.4662 
77 57.8755 
78 -75.076 
79 158.903 
80 50.6324 
81 -67.8742 
82 -176.145 
83 58.1465 
84 47.9038 
85 -60.3672 
86 173.924 
87 -55.5675 
88 73.1299 
89 -175.431 
90 -76.914 
91 167.749 
92 45.9863 
93 97.9245 
94 87.3734 
95 -27.3014 
96 -143.929 
97 -157.194 
98 88.1309 
99 -28.4969 
100 -30.7729 
101 -145.448 
102 97.9322 
103 -24.7932 
104 -143.416 
105 87.1551 
106 -31.4679 
107 -150.119 
108 -151.885 
109 89.4917 
110 -29.1599 
111 142.397 
112 8.4 
113 -100.643 
114 -73.4675 
115 46.3356 
116 168.337 
ITEM: TIMESTEP
29350
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 121.362 
2 10.1679 
3 -117.907 
4 130.899 
5 -0.0298181 
6 -111.224 
7 -157.76 
8 -32.4634 
9 82.9202 
10 -135.664 
11 -26.8236 
12 -66.0426 
13 173.347 
14 54.337 
15 178.506 
16 57.7731 
17 -59.1281 
18 -173.757 
19 69.3416 
20 -53.0248 
21 -56.5751 
22 -173.476 
23 64.1573 
24 148.471 
25 -91.0209 
26 28.2938 
27 -177.292 
28 47.835 
29 -68.2069 
30 -152.918 
31 -13.4963 
32 103.029 
33 -84.4383 
34 150.622 
35 37.0995 
36 -81.6115 
37 164.866 
38 43.3287 
39 36.4617 
40 -77.0603 
41 161.402 
42 165.771 
43 46.1323 
44 -80.3774 
45 -88.8592 
46 153.599 
47 31.0287 
48 177.79 
49 -53.4384 
50 63.4082 
51 127.958 
52 4.46473 
53 -123.009 
54 130.2 
55 2.72635 
56 -106.307 
57 -103.715 
58 128.811 
59 19.7784 
60 67.9729 
61 -56.048 
62 -177.796 
63 -77.505 
64 163.142 
65 44.6397 
66 -79.7347 
67 161.763 
68 39.618 
69 38.9296 
70 -79.5729 
71 158.282 
72 -144.249 
73 107.335 
74 -13.4891 
75 164.711 
76 -68.982 
77 40.6941 
78 -98.1886 
79 140.568 
80 18.6344 
81 -107.904 
82 130.162 
83 13.3394 
84 12.0098 
85 -109.924 
86 133.253 
87 -86.8744 
88 32.9373 
89 154.796 
90 -80.0901 
91 160.022 
92 39.3301 
93 82.8942 
94 60.2221 
95 -57.4682 
96 -162.65 
97 -171.426 
98 70.8838 
99 -34.2979 
100 -54.2338 
101 -171.924 
102 102.591 
103 -19.4732 
104 -142.705 
105 98.4712 
106 -24.7608 
107 -139.465 
108 -150.243 
109 86.525 
110 -28.1791 
111 147.263 
112 38.6067 
113 -83.385 
114 -81.8651 
115 42.7814 
116 164.716 
ITEM: TIMESTEP
29400
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 116.134 
2 -3.61037 
3 -121.636 
4 118.62 
5 -2.69384 
6 -122.438 
7 -153.163 
8 -34.2053 
9 96.7242 
10 -168.265 
11 -53.3644 
12 -63.3911 
13 176.693 
14 56.4386 
15 -174.693 
16 67.257 
17 -52.1697 
18 176.471 
19 57.0449 
20 -65.4788 
21 -55.2659 
22 -174.692 
23 62.7838 
24 156.691 
25 -84.4087 
26 35.4629 
27 175.642 
28 58.5998 
29 -59.5226 
30 -142.437 
31 -10.5723 
32 102.959 
33 -69.7466 
34 163.333 
35 48.8546 
36 -82.0323 
37 163.49 
38 44.8885 
39 31.3566 
40 -83.1215 
41 158.277 
42 168.447 
43 44.1898 
44 -73.1496 
45 -102.568 
46 138.14 
47 18.7911 
48 -158.519 
49 -36.4716 
50 78.9116 
51 133.131 
52 7.68063 
53 -111.023 
54 134.411 
55 15.7078 
56 -100.138 
57 -113.054 
58 128.242 
59 12.396 
60 82.6672 
61 -37.2032 
62 -154.435 
63 -86.1424 
64 149.752 
65 34.2618 
66 -90.1515 
67 154.358 
68 33.9539 
69 28.8996 
70 -86.5908 
71 153.005 
72 -136.304 
73 110.864 
74 -13.4346 
75 160.464 
76 -78.1267 
77 47.4437 
78 -84.8139 
79 150.71 
80 32.836 
81 -82.832 
82 159.294 
83 41.6444 
84 43.8879 
85 -73.9858 
86 168.364 
87 -35.8387 
88 86.1884 
89 -148.835 
90 -90.603 
91 146.042 
92 31.6979 
93 95.7389 
94 84.1871 
95 -29.3202 
96 -141.804 
97 -161.729 
98 84.7637 
99 -27.7202 
100 -38.27 
101 -151.777 
102 110.007 
103 -9.98367 
104 -124.495 
105 107.527 
106 -6.98472 
107 -132.482 
108 -129.227 
109 116.261 
110 -9.23624 
111 151.96 
112 26.661 
113 -88.5445 
114 -102.512 
115 16.5004 
116 131.069 
ITEM: TIMESTEP
29450
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 109.497 
2 -6.06424 
3 -119.355 
4 125.084 
5 -9.05785 
6 -124.619 
7 -134.913 
8 -11.7124 
9 103.828 
10 -175.785 
11 -48.3806 
12 -87.407 
13 157.235 
14 37.0897 
15 -176.916 
16 62.2306 
17 -51.5522 
18 179.253 
19 65.4698 
20 -59.8941 
21 -62.3148 
22 -176.098 
23 58.5385 
24 156.663 
25 -83.1031 
26 32.893 
27 -174.397 
28 62.6387 
29 -48.3797 
30 -142.325 
31 -23.6461 
32 100.771 
33 -78.2969 
34 156.228 
35 45.3121 
36 -95.1311 
37 153.953 
38 30.3438 
39 30.1923 
40 -80.7238 
41 155.667 
42 172.65 
43 51.1172 
44 -69.5718 
45 -107.298 
46 133.454 
47 18.2582 
48 -154.658 
49 -42.305 
50 85.71 
51 142.084 
52 22.5949 
53 -89.535 
54 139.928 
55 27.7981 
56 -100.583 
57 -103.848 
58 144.022 
59 15.6414 
60 82.7139 
61 -29.5094 
62 -150.904 
63 -83.2153 
64 162.646 
65 45.0891 
66 -87.6996 
67 154.743 
68 26.4387 
69 40.2482 
70 -77.3091 
71 154.387 
72 -125.772 
73 112.669 
74 -7.08996 
75 147.553 
76 -101.329 
77 20.4451 
78 -66.1453 
79 171.565 
80 43.0749 
81 -62.2782 
82 169.232 
83 60.0114 
84 54.7972 
85 -73.6931 
86 177.087 
87 -5.69703 
88 113.451 
89 -118.712 
90 -101.351 
91 139.397 
92 20.4383 
93 91.2662 
94 89.0923 
95 -31.0279 
96 -148.245 
97 -150.152 
98 89.7276 
99 -27.4898 
100 -31.3962 
101 -151.516 
102 100.634 
103 -21.9603 
104 -138.989 
105 103.811 
106 -13.2172 
107 -133.595 
108 -141.486 
109 101.486 
110 -18.8918 
111 157.82 
112 39.012 
113 -81.432 
114 -121.468 
115 4.88429 
116 119.069 
ITEM: TIMESTEP
29500
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 118.603 
2 2.93412 
3 -118.864 
4 125.468 
5 6.76927 
6 -108.899 
7 -126.305 
8 -13.1803 
9 113.987 
10 -168.022 
11 -57.8037 
12 -62.0698 
13 179.144 
14 58.0527 
15 161.606 
16 39.2863 
17 -86.1097 
18 162.69 
19 37.2938 
20 -74.9902 
21 -81.4889 
22 153.115 
23 40.831 
24 163.754 
25 -74.4687 
26 51.5022 
27 -169.902 
28 66.1315 
29 -64.5251 
30 -144.988 
31 -34.6783 
32 84.0562 
33 -81.9723 
34 156.261 
35 42.802 
36 -80.309 
37 166.232 
38 41.4582 
39 36.1009 
40 -77.3577 
41 157.868 
42 164.462 
43 46.0422 
44 -74.2342 
45 -126.166 
46 114.659 
47 -4.10269 
48 -154.399 
49 -33.9346 
50 82.335 
51 155.198 
52 41.8779 
53 -93.3005 
54 155.688 
55 20.5099 
56 -90.9919 
57 -77.9208 
58 146.901 
59 35.399 
60 89.6244 
61 -30.5468 
62 -145.875 
63 -81.0788 
64 159.084 
65 40.0439 
66 -81.8622 
67 159.097 
68 37.9747 
69 33.5371 
70 -85.5032 
71 153.374 
72 -132.522 
73 99.3078 
74 -18.1937 
75 143.305 
76 -96.2214 
77 21.8096 
78 -46.3015 
79 -161.43 
80 76.1044 
81 -42.2223 
82 -164.688 
83 72.906 
84 76.5882 
85 -45.8776 
86 -168.283 
87 -4.49537 
88 117.65 
89 -125.472 
90 -98.9533 
91 141.248 
92 24.1608 
93 82.1604 
94 97.0154 
95 -29.2326 
96 -155.276 
97 -146.155 
98 87.5971 
99 -38.4463 
100 -25.5483 
101 -151.796 
102 93.9049 
103 -23.8208 
104 -145.519 
105 106.348 
106 -15.3494 
107 -135.926 
108 -146.746 
109 91.5559 
110 -29.0205 
111 174.637 
112 56.2041 
113 -59.4763 
114 -141.483 
115 -23.7678 
116 99.5465 
ITEM: TIMESTEP
29550
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 104.68 
2 -11.9984 
3 -132.136 
4 111.186 
5 -17.9034 
6 -134.582 
7 -134.403 
8 -16.4324 
9 98.0908 
10 -150.751 
11 -36.0234 
12 -13.3504 
13 -133.825 
14 111.359 
15 147.225 
16 29.9718 
17 -85.7284 
18 137.917 
19 22.2166 
20 -104.83 
21 -90.6407 
22 153.659 
23 26.6124 
24 155.422 
25 -86.5428 
26 31.3768 
27 -176.391 
28 57.338 
29 -59.1831 
30 -161.144 
31 -47.7328 
32 65.9662 
33 -54.2996 
34 -177.336 
35 62.6287 
36 -56.6736 
37 -176.709 
38 66.3632 
39 60.8574 
40 -59.1776 
41 -176.106 
42 160.446 
43 43.216 
44 -80.8279 
45 -155.888 
46 81.6201 
47 -37.8244 
48 -162.613 
49 -42.117 
50 83.4765 
51 169.783 
52 44.4124 
53 -77.7833 
54 162.03 
55 39.8342 
56 -72.5996 
57 -79.4538 
58 158.35 
59 45.9167 
60 89.4804 
61 -26.4246 
62 -152.668 
63 -73.3809 
64 159.439 
65 43.1932 
66 -79.3925 
67 164.362 
68 47.788 
69 44.4833 
70 -71.7622 
71 171.664 
72 -130.069 
73 104.262 
74 -13.7738 
75 163.961 
76 -70.794 
77 49.6036 
78 -56.6358 
79 171.98 
80 64.2161 
81 -73.5843 
82 178.651 
83 57.7994 
84 53.694 
85 -54.0704 
86 -174.922 
87 -43.7067 
88 76.7775 
89 -160.68 
90 -87.8592 
91 151.779 
92 30.5698 
93 106.904 
94 115.222 
95 6.22791 
96 -132.163 
97 -122.351 
98 128.655 
99 -9.73586 
100 -5.71146 
101 -114.705 
102 62.6598 
103 -56.179 
104 -179.834 
105 53.7709 
106 -69.8838 
107 172.61 
108 -169.968 
109 66.3771 
110 -51.1292 
111 -171.835 
112 66.7048 
113 -53.1273 
114 -123.516 
115 -1.11166 
116 116.81 
ITEM: TIMESTEP
29600
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 102.851 
2 -19.1355 
3 -143.206 
4 94.8081 
5 -23.8316 
6 -145.818 
7 -138.313 
8 -18.3108 
9 104.983 
10 -155.13 
11 -30.4707 
12 -67.6919 
13 177.39 
14 60.4456 
15 158.862 
16 36.8964 
17 -81.0436 
18 153.687 
19 35.7469 
20 -84.3476 
21 -86.6881 
22 155.372 
23 35.2774 
24 155.498 
25 -82.2237 
26 37.9914 
27 -178.051 
28 66.1553 
29 -49.2939 
30 -161.081 
31 -45.9783 
32 73.9994 
33 -48.4126 
34 -172.966 
35 63.0888 
36 -57.6593 
37 178.396 
38 66.8944 
39 52.6424 
40 -71.3024 
41 177.196 
42 171.468 
43 52.9654 
44 -63.7763 
45 174.248 
46 48.9539 
47 -72.9473 
48 -169.37 
49 -39.1135 
50 70.4981 
51 -165.886 
52 63.071 
53 -48.4475 
54 -166.891 
55 81.5905 
56 -35.8483 
57 -58.5817 
58 -170.1 
59 72.461 
60 102.431 
61 -23.2775 
62 -134.976 
63 -96.1274 
64 147.377 
65 31.1661 
66 -85.6304 
67 158.159 
68 30.8653 
69 31.4753 
70 -84.7354 
71 147.971 
72 -110.834 
73 131.45 
74 10.9423 
75 165.232 
76 -78.8417 
77 37.0744 
78 -79.2672 
79 156.58 
80 43.1427 
81 -79.7601 
82 166.803 
83 44.393 
84 31.5638 
85 -81.8732 
86 155.717 
87 -28.1322 
88 94.5761 
89 -152.597 
90 -80.864 
91 153.581 
92 41.6992 
93 102.079 
94 109.163 
95 -1.12879 
96 -133.075 
97 -138.967 
98 110.741 
99 -21.2052 
100 -15.6827 
101 -125.975 
102 61.929 
103 -59.9705 
104 -174.269 
105 59.1955 
106 -55.1031 
107 -178.905 
108 172.702 
109 58.4033 
110 -65.3986 
111 -174.121 
112 62.6368 
113 -57.7765 
114 -92.7539 
115 24.1816 
116 143.192 
ITEM: TIMESTEP
29650
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
